model,number_of_states,number_of_inputs,complexity,learning_rounds,learn_queries,learn_steps,test_resets,test_steps,extension_rule,seperation_rule,time
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.0039553829992655665
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004063653002958745
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004076983997947536
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.0040236729983007535
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.003968274002545513
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.0040289349999511614
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.003994960992713459
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.003981171001214534
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004047844995511696
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004061065992573276
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004006529998150654
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004018724997877143
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004023735004011542
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.0039694400038570166
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004007452997029759
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004001136010629125
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.003993440986960195
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.0040277260122820735
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.0040245280106319115
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.00395731400931254
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004008713003713638
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.0039557780110044405
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.003984912997111678
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004022445995360613
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.003953002000343986
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004030718991998583
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004021474000182934
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.0039761259977240115
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004042291009682231
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004038447994389571
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.003971653990447521
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.003994377999333665
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004034195997519419
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004014202000689693
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.003949703008402139
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.00401247400441207
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004015006998088211
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004038978993776254
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.0039977570122573525
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.0039798979996703565
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.003949605001253076
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004007705007097684
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004038352009956725
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.003994708007667214
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004044303990667686
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004015176993561909
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.0039565990009577945
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004030711002997123
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004041300999233499
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.003922193995094858
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004041784995933995
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.0040250159945571795
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.003973614991991781
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.00401540199527517
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.0040025750058703125
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.003967425000155345
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,145,474,2,6,Nothing,SepSeq,0.004001785011496395
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035767549998126924
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035627040051622316
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003587946994230151
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035455800098134205
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035508410073816776
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035692539968295023
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003549660003045574
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003598965995479375
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003585844999179244
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003546705993358046
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035859909985447302
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036047859903192148
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003540109988534823
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036086920008528978
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036229880061000586
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003589896994526498
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035423200024524704
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003582967008696869
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003564736995031126
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035395739978412166
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003598234005039558
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036077239928999916
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035558980016503483
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036255309969419613
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003580163000151515
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003570007989765145
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003576375005650334
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003588972002035007
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035635549866128713
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036720479984069243
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036358479992486537
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036065989988856018
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003597901013563387
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036270589916966856
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0037979839980835095
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0037586630060104653
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036082169972360134
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035732849937630817
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003615617999457754
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.00360341600026004
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035524520062608644
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035907069977838546
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003561570993042551
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035841969947796315
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003632255000411533
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035935079940827563
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003606720987590961
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003623406999395229
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035844189987983555
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035475589975249022
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035769009991781786
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035906819975934923
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003560255005140789
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036072520015295595
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035642029979499057
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003548674998455681
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003617726993979886
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035956329957116395
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035518430086085573
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035511190071702003
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003609236009651795
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036008300085086375
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036108970089117065
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036062379949726164
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035269939980935305
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003609904000768438
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035766660002991557
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035731559910345823
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035848630068358034
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036105940089328215
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035746840003412217
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003593350003939122
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035674639948410913
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035777489974861965
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003601075994083658
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003526275002514012
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003557746997103095
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036261049972381443
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035143459972459823
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035827889951178804
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035836099996231496
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035508110013324767
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003573262001737021
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036219840112607926
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035479429934639484
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003569131004041992
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036202369956299663
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035628680052468553
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035936350031988695
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036125390033703297
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003568268002709374
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035408719995757565
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003634806998888962
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003556077994289808
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003546464999089949
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035905120021197945
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036163789918646216
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0035971330071333796
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.0036242600035620853
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,107,361,2,6,SepSeq,SepSeq,0.003606288999435492
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009878740005660802
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009936233996995725
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.00990255300712306
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.00986394401115831
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009941916010575369
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009907445011776872
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009872858005110174
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009973858992452733
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009887770007480867
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009983194002415985
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009961400995962322
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009849651003605686
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.00992100800795015
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009983638010453433
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.010008477009250782
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.010013427003286779
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009980659000575542
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009999096000683494
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009938724004314281
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.00996147099067457
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009974650005460717
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009961450996343046
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009973211999749765
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.010033944010501727
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009979903989005834
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009983358992030844
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009975021006539464
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009998276000260375
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.010043275993666612
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009968083002604544
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009869002999039367
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.00995239800249692
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009981941999285482
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009901885990984738
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009971594990929589
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009952667009201832
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009904159000143409
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009978148998925462
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.00987644300039392
ASN_learnresult_SecureCode Aut_fix,4,14,56,3,272,440,2,6,ADS,SepSeq,0.009940657997503877
